Stationid,Stationname En,Exitid,Exitname Zh Tw,Exitposition Positionlon,Exitposition Positionlat,layer,stationid,exitid,groovy code,,,"exit """
G09,Guting,4,古亭站出口4,121.523069,25.026424,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_4,"exit ""TaiwanStation_GuTingGuting_4"" with { short_name ""4"" coords { lat 121.523069; lon 25.026424 } layer 0 }",,,
G09,Guting,5,古亭站出口5,121.522873,25.027184,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_5,"exit ""TaiwanStation_GuTingGuting_5"" with { short_name ""5"" coords { lat 121.522873; lon 25.027184 } layer 0 }",,,
G09,Guting,6,古亭站出口6,121.522297,25.027537,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_6,"exit ""TaiwanStation_GuTingGuting_6"" with { short_name ""6"" coords { lat 121.522297; lon 25.027537 } layer 0 }",,,
G09,Guting,7,古亭站出口7,121.521937,25.02742,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_7,"exit ""TaiwanStation_GuTingGuting_7"" with { short_name ""7"" coords { lat 121.521937; lon 25.02742 } layer 0 }",,,
G09,Guting,8,古亭站出口8,121.521894,25.027056,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_8,"exit ""TaiwanStation_GuTingGuting_8"" with { short_name ""8"" coords { lat 121.521894; lon 25.027056 } layer 0 }",,,
G09,Guting,9,古亭站出口9,121.522404,25.026798,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_9,"exit ""TaiwanStation_GuTingGuting_9"" with { short_name ""9"" coords { lat 121.522404; lon 25.026798 } layer 0 }",,,
G11,Xiaonanmen,1,小南門站出口1,121.509752,25.036434,,TaiwanStation_XiaoNanMenXiaonanmen,TaiwanStation_XiaoNanMenXiaonanmen_1,"exit ""TaiwanStation_XiaoNanMenXiaonanmen_1"" with { short_name ""1"" coords { lat 121.509752; lon 25.036434 } layer 0 }",,,
G11,Xiaonanmen,2,小南門站出口2,121.509865,25.035736,,TaiwanStation_XiaoNanMenXiaonanmen,TaiwanStation_XiaoNanMenXiaonanmen_2,"exit ""TaiwanStation_XiaoNanMenXiaonanmen_2"" with { short_name ""2"" coords { lat 121.509865; lon 25.035736 } layer 0 }",,,
G11,Xiaonanmen,3,小南門站出口3,121.510988,25.035309,,TaiwanStation_XiaoNanMenXiaonanmen,TaiwanStation_XiaoNanMenXiaonanmen_3,"exit ""TaiwanStation_XiaoNanMenXiaonanmen_3"" with { short_name ""3"" coords { lat 121.510988; lon 25.035309 } layer 0 }",,,
G11,Xiaonanmen,4,小南門站出口4,121.511455,25.035226,,TaiwanStation_XiaoNanMenXiaonanmen,TaiwanStation_XiaoNanMenXiaonanmen_4,"exit ""TaiwanStation_XiaoNanMenXiaonanmen_4"" with { short_name ""4"" coords { lat 121.511455; lon 25.035226 } layer 0 }",,,
G13,Beimen,1,北門站出口1,121.509862,25.048737,,TaiwanStation_BeiMenBeimen,TaiwanStation_BeiMenBeimen_1,"exit ""TaiwanStation_BeiMenBeimen_1"" with { short_name ""1"" coords { lat 121.509862; lon 25.048737 } layer 0 }",,,
G13,Beimen,2,北門站出口2,121.510506,25.049583,,TaiwanStation_BeiMenBeimen,TaiwanStation_BeiMenBeimen_2,"exit ""TaiwanStation_BeiMenBeimen_2"" with { short_name ""2"" coords { lat 121.510506; lon 25.049583 } layer 0 }",,,
G13,Beimen,3,北門站出口3,121.510227,25.049943,,TaiwanStation_BeiMenBeimen,TaiwanStation_BeiMenBeimen_3,"exit ""TaiwanStation_BeiMenBeimen_3"" with { short_name ""3"" coords { lat 121.510227; lon 25.049943 } layer 0 }",,,
G17,Taipei Arena,1,台北小巨蛋站出口1,121.55153,25.051836,,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_1,"exit ""TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_1"" with { short_name ""1"" coords { lat 121.55153; lon 25.051836 } layer 0 }",,,
G17,Taipei Arena,2,台北小巨蛋站出口2,121.550715,25.051571,,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_2,"exit ""TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_2"" with { short_name ""2"" coords { lat 121.550715; lon 25.051571 } layer 0 }",,,
G17,Taipei Arena,3,台北小巨蛋站出口3,121.552549,25.05152,,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_3,"exit ""TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_3"" with { short_name ""3"" coords { lat 121.552549; lon 25.05152 } layer 0 }",,,
G17,Taipei Arena,4,台北小巨蛋站出口4,121.552898,25.051534,,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_4,"exit ""TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_4"" with { short_name ""4"" coords { lat 121.552898; lon 25.051534 } layer 0 }",,,
G17,Taipei Arena,5,台北小巨蛋站出口5,121.552069,25.051838,,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena,TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_5,"exit ""TaiwanStation_TaiBeiXiaoJuDanTaipeiArena_5"" with { short_name ""5"" coords { lat 121.552069; lon 25.051838 } layer 0 }",,,
G18,Nanjing Sanmin,1,南京三民站出口1,121.563643,25.051517,,TaiwanStation_NanJingSanMinNanjingSanmin,TaiwanStation_NanJingSanMinNanjingSanmin_1,"exit ""TaiwanStation_NanJingSanMinNanjingSanmin_1"" with { short_name ""1"" coords { lat 121.563643; lon 25.051517 } layer 0 }",,,
G18,Nanjing Sanmin,2,南京三民站出口2,121.563073,25.051215,,TaiwanStation_NanJingSanMinNanjingSanmin,TaiwanStation_NanJingSanMinNanjingSanmin_2,"exit ""TaiwanStation_NanJingSanMinNanjingSanmin_2"" with { short_name ""2"" coords { lat 121.563073; lon 25.051215 } layer 0 }",,,
G18,Nanjing Sanmin,3,南京三民站出口3,121.564595,25.051328,,TaiwanStation_NanJingSanMinNanjingSanmin,TaiwanStation_NanJingSanMinNanjingSanmin_3,"exit ""TaiwanStation_NanJingSanMinNanjingSanmin_3"" with { short_name ""3"" coords { lat 121.564595; lon 25.051328 } layer 0 }",,,
G18,Nanjing Sanmin,4,南京三民站出口4,121.56471,25.051588,,TaiwanStation_NanJingSanMinNanjingSanmin,TaiwanStation_NanJingSanMinNanjingSanmin_4,"exit ""TaiwanStation_NanJingSanMinNanjingSanmin_4"" with { short_name ""4"" coords { lat 121.56471; lon 25.051588 } layer 0 }",,,
G19,Songshan,1,松山站出口1,121.577022,25.050171,,TaiwanStation_SongShanSongshan,TaiwanStation_SongShanSongshan_1,"exit ""TaiwanStation_SongShanSongshan_1"" with { short_name ""1"" coords { lat 121.577022; lon 25.050171 } layer 0 }",,,
G19,Songshan,2,松山站出口2,121.576244,25.050171,,TaiwanStation_SongShanSongshan,TaiwanStation_SongShanSongshan_2,"exit ""TaiwanStation_SongShanSongshan_2"" with { short_name ""2"" coords { lat 121.576244; lon 25.050171 } layer 0 }",,,
G19,Songshan,3,松山站出口3,121.577464,25.049799,,TaiwanStation_SongShanSongshan,TaiwanStation_SongShanSongshan_3,"exit ""TaiwanStation_SongShanSongshan_3"" with { short_name ""3"" coords { lat 121.577464; lon 25.049799 } layer 0 }",,,
G19,Songshan,4,松山站出口4,121.577971,25.049799,,TaiwanStation_SongShanSongshan,TaiwanStation_SongShanSongshan_4,"exit ""TaiwanStation_SongShanSongshan_4"" with { short_name ""4"" coords { lat 121.577971; lon 25.049799 } layer 0 }",,,
G19,Songshan,5,松山站出口5,121.57813,25.050557,,TaiwanStation_SongShanSongshan,TaiwanStation_SongShanSongshan_5,"exit ""TaiwanStation_SongShanSongshan_5"" with { short_name ""5"" coords { lat 121.57813; lon 25.050557 } layer 0 }",,,
G03A,Xiaobitan,1,小碧潭站出口1,121.530311,24.971684,,TaiwanStation_XiaoBiTanXiaobitan,TaiwanStation_XiaoBiTanXiaobitan_1,"exit ""TaiwanStation_XiaoBiTanXiaobitan_1"" with { short_name ""1"" coords { lat 121.530311; lon 24.971684 } layer 0 }",,,
G03A,Xiaobitan,2,小碧潭站出口2,121.52995,24.973192,,TaiwanStation_XiaoBiTanXiaobitan,TaiwanStation_XiaoBiTanXiaobitan_2,"exit ""TaiwanStation_XiaoBiTanXiaobitan_2"" with { short_name ""2"" coords { lat 121.52995; lon 24.973192 } layer 0 }",,,
O01,Nanshijiao,1,南勢角站出口1,121.508639,24.990016,,TaiwanStation_NanShiJiaoNanshijiao,TaiwanStation_NanShiJiaoNanshijiao_1,"exit ""TaiwanStation_NanShiJiaoNanshijiao_1"" with { short_name ""1"" coords { lat 121.508639; lon 24.990016 } layer 0 }",,,
O01,Nanshijiao,2,南勢角站出口2,121.508853,24.989919,,TaiwanStation_NanShiJiaoNanshijiao,TaiwanStation_NanShiJiaoNanshijiao_2,"exit ""TaiwanStation_NanShiJiaoNanshijiao_2"" with { short_name ""2"" coords { lat 121.508853; lon 24.989919 } layer 0 }",,,
O01,Nanshijiao,3,南勢角站出口3,121.509395,24.989651,,TaiwanStation_NanShiJiaoNanshijiao,TaiwanStation_NanShiJiaoNanshijiao_3,"exit ""TaiwanStation_NanShiJiaoNanshijiao_3"" with { short_name ""3"" coords { lat 121.509395; lon 24.989651 } layer 0 }",,,
O01,Nanshijiao,4,南勢角站出口4,121.509776,24.989486,,TaiwanStation_NanShiJiaoNanshijiao,TaiwanStation_NanShiJiaoNanshijiao_4,"exit ""TaiwanStation_NanShiJiaoNanshijiao_4"" with { short_name ""4"" coords { lat 121.509776; lon 24.989486 } layer 0 }",,,
O02,Jingan,0,景安站出口,121.504632,24.993731,,TaiwanStation_JingAnJingan,TaiwanStation_JingAnJingan_0,"exit ""TaiwanStation_JingAnJingan_0"" with { short_name ""0"" coords { lat 121.504632; lon 24.993731 } layer 0 }",,,
O03,Yongan Market,0,永安市場站出口,121.510962,25.002375,,TaiwanStation_YongAnShiChangYonganMarket,TaiwanStation_YongAnShiChangYonganMarket_0,"exit ""TaiwanStation_YongAnShiChangYonganMarket_0"" with { short_name ""0"" coords { lat 121.510962; lon 25.002375 } layer 0 }",,,
O04,Dingxi,1,頂溪站出口1,121.515414,25.012895,,TaiwanStation_DingXiDingxi,TaiwanStation_DingXiDingxi_1,"exit ""TaiwanStation_DingXiDingxi_1"" with { short_name ""1"" coords { lat 121.515414; lon 25.012895 } layer 0 }",,,
O04,Dingxi,2,頂溪站出口2,121.515446,25.014222,,TaiwanStation_DingXiDingxi,TaiwanStation_DingXiDingxi_2,"exit ""TaiwanStation_DingXiDingxi_2"" with { short_name ""2"" coords { lat 121.515446; lon 25.014222 } layer 0 }",,,
O06,Dongmen,1,東門站出口1,121.527994,25.034157,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_1,"exit ""TaiwanStation_DongMenDongmen_1"" with { short_name ""1"" coords { lat 121.527994; lon 25.034157 } layer 0 }",,,
O06,Dongmen,2,東門站出口2,121.527565,25.03422,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_2,"exit ""TaiwanStation_DongMenDongmen_2"" with { short_name ""2"" coords { lat 121.527565; lon 25.03422 } layer 0 }",,,
O06,Dongmen,3,東門站出口3,121.527854,25.033676,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_3,"exit ""TaiwanStation_DongMenDongmen_3"" with { short_name ""3"" coords { lat 121.527854; lon 25.033676 } layer 0 }",,,
O06,Dongmen,4,東門站出口4,121.528879,25.033646,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_4,"exit ""TaiwanStation_DongMenDongmen_4"" with { short_name ""4"" coords { lat 121.528879; lon 25.033646 } layer 0 }",,,
O06,Dongmen,5,東門站出口5,121.529506,25.033564,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_5,"exit ""TaiwanStation_DongMenDongmen_5"" with { short_name ""5"" coords { lat 121.529506; lon 25.033564 } layer 0 }",,,
O06,Dongmen,6,東門站出口6,121.529957,25.033924,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_6,"exit ""TaiwanStation_DongMenDongmen_6"" with { short_name ""6"" coords { lat 121.529957; lon 25.033924 } layer 0 }",,,
O06,Dongmen,7,東門站出口7,121.529678,25.033962,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_7,"exit ""TaiwanStation_DongMenDongmen_7"" with { short_name ""7"" coords { lat 121.529678; lon 25.033962 } layer 0 }",,,
O06,Dongmen,8,東門站出口8,121.528965,25.034074,,TaiwanStation_DongMenDongmen,TaiwanStation_DongMenDongmen_8,"exit ""TaiwanStation_DongMenDongmen_8"" with { short_name ""8"" coords { lat 121.528965; lon 25.034074 } layer 0 }",,,
O08,Songjiang Nanjing,1,松江南京站出口1,121.532388,25.051842,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_1,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_1"" with { short_name ""1"" coords { lat 121.532388; lon 25.051842 } layer 0 }",,,
O08,Songjiang Nanjing,2,松江南京站出口2,121.532875,25.051342,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_2,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_2"" with { short_name ""2"" coords { lat 121.532875; lon 25.051342 } layer 0 }",,,
O08,Songjiang Nanjing,3,松江南京站出口3,121.53287,25.051085,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_3,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_3"" with { short_name ""3"" coords { lat 121.53287; lon 25.051085 } layer 0 }",,,
O08,Songjiang Nanjing,4,松江南京站出口4,121.53324,25.051624,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_4,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_4"" with { short_name ""4"" coords { lat 121.53324; lon 25.051624 } layer 0 }",,,
O08,Songjiang Nanjing,5,松江南京站出口5,121.534081,25.051882,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_5,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_5"" with { short_name ""5"" coords { lat 121.534081; lon 25.051882 } layer 0 }",,,
O08,Songjiang Nanjing,6,松江南京站出口6,121.533727,25.052095,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_6,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_6"" with { short_name ""6"" coords { lat 121.533727; lon 25.052095 } layer 0 }",,,
O08,Songjiang Nanjing,7,松江南京站出口7,121.533195,25.05247,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_7,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_7"" with { short_name ""7"" coords { lat 121.533195; lon 25.05247 } layer 0 }",,,
O08,Songjiang Nanjing,8,松江南京站出口8,121.532826,25.05257,,TaiwanStation_SongJiangNanJingSongjiangNanjing,TaiwanStation_SongJiangNanJingSongjiangNanjing_8,"exit ""TaiwanStation_SongJiangNanJingSongjiangNanjing_8"" with { short_name ""8"" coords { lat 121.532826; lon 25.05257 } layer 0 }",,,
O09,Xingtian Temple,1,行天宮站出口1,121.533004,25.058316,,TaiwanStation_XingTianGongXingtianTemple,TaiwanStation_XingTianGongXingtianTemple_1,"exit ""TaiwanStation_XingTianGongXingtianTemple_1"" with { short_name ""1"" coords { lat 121.533004; lon 25.058316 } layer 0 }",,,
O09,Xingtian Temple,2,行天宮站出口2,121.533342,25.058792,,TaiwanStation_XingTianGongXingtianTemple,TaiwanStation_XingTianGongXingtianTemple_2,"exit ""TaiwanStation_XingTianGongXingtianTemple_2"" with { short_name ""2"" coords { lat 121.533342; lon 25.058792 } layer 0 }",,,
O09,Xingtian Temple,3,行天宮站出口3,121.533393,25.059868,,TaiwanStation_XingTianGongXingtianTemple,TaiwanStation_XingTianGongXingtianTemple_3,"exit ""TaiwanStation_XingTianGongXingtianTemple_3"" with { short_name ""3"" coords { lat 121.533393; lon 25.059868 } layer 0 }",,,
O09,Xingtian Temple,4,行天宮站出口4,121.532991,25.060365,,TaiwanStation_XingTianGongXingtianTemple,TaiwanStation_XingTianGongXingtianTemple_4,"exit ""TaiwanStation_XingTianGongXingtianTemple_4"" with { short_name ""4"" coords { lat 121.532991; lon 25.060365 } layer 0 }",,,
O10,Zhongshan Elementary School,1,中山國小站出口1,121.526095,25.06284,,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_1,"exit ""TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_1"" with { short_name ""1"" coords { lat 121.526095; lon 25.06284 } layer 0 }",,,
O10,Zhongshan Elementary School,2,中山國小站出口2,121.526148,25.062461,,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_2,"exit ""TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_2"" with { short_name ""2"" coords { lat 121.526148; lon 25.062461 } layer 0 }",,,
O10,Zhongshan Elementary School,3,中山國小站出口3,121.527114,25.062476,,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_3,"exit ""TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_3"" with { short_name ""3"" coords { lat 121.527114; lon 25.062476 } layer 0 }",,,
O10,Zhongshan Elementary School,4,中山國小站出口4,121.526835,25.062835,,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool,TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_4,"exit ""TaiwanStation_ZhongShanGuoXiaoZhongshanElementarySchool_4"" with { short_name ""4"" coords { lat 121.526835; lon 25.062835 } layer 0 }",,,
O12,Daqiaotou,1,大橋頭站出口1,121.512319,25.06318,,TaiwanStation_DaQiaoTouDaqiaotou,TaiwanStation_DaQiaoTouDaqiaotou_1,"exit ""TaiwanStation_DaQiaoTouDaqiaotou_1"" with { short_name ""1"" coords { lat 121.512319; lon 25.06318 } layer 0 }",,,
O12,Daqiaotou,2,大橋頭站出口2,121.513258,25.063195,,TaiwanStation_DaQiaoTouDaqiaotou,TaiwanStation_DaQiaoTouDaqiaotou_2,"exit ""TaiwanStation_DaQiaoTouDaqiaotou_2"" with { short_name ""2"" coords { lat 121.513258; lon 25.063195 } layer 0 }",,,
O12,Daqiaotou,3,大橋頭站出口3,121.51344,25.063739,,TaiwanStation_DaQiaoTouDaqiaotou,TaiwanStation_DaQiaoTouDaqiaotou_3,"exit ""TaiwanStation_DaQiaoTouDaqiaotou_3"" with { short_name ""3"" coords { lat 121.51344; lon 25.063739 } layer 0 }",,,
O50,Sanchong Elementary School,0,三重國小站出口,121.496656,25.070536,,TaiwanStation_SanZhongGuoXiaoSanchongElementarySchool,TaiwanStation_SanZhongGuoXiaoSanchongElementarySchool_0,"exit ""TaiwanStation_SanZhongGuoXiaoSanchongElementarySchool_0"" with { short_name ""0"" coords { lat 121.496656; lon 25.070536 } layer 0 }",,,
O13,Taipei Bridge,0,臺北橋站出口,121.500281,25.062966,,TaiwanStation_TaiBeiQiaoTaipeiBridge,TaiwanStation_TaiBeiQiaoTaipeiBridge_0,"exit ""TaiwanStation_TaiBeiQiaoTaipeiBridge_0"" with { short_name ""0"" coords { lat 121.500281; lon 25.062966 } layer 0 }",,,
O51,Sanhe Junior High School,1,三和國中站出口1,121.486398,25.076586,,TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool,TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool_1,"exit ""TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool_1"" with { short_name ""1"" coords { lat 121.486398; lon 25.076586 } layer 0 }",,,
O14,Cailiao,1,菜寮站出口1,121.490673,25.05971,,TaiwanStation_CaiLiaoCailiao,TaiwanStation_CaiLiaoCailiao_1,"exit ""TaiwanStation_CaiLiaoCailiao_1"" with { short_name ""1"" coords { lat 121.490673; lon 25.05971 } layer 0 }",,,
O51,Sanhe Junior High School,2,三和國中站出口2,121.486752,25.076946,,TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool,TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool_2,"exit ""TaiwanStation_SanHeGuoZhongSanheJuniorHighSchool_2"" with { short_name ""2"" coords { lat 121.486752; lon 25.076946 } layer 0 }",,,
O14,Cailiao,2,菜寮站出口2,121.491106,25.059287,,TaiwanStation_CaiLiaoCailiao,TaiwanStation_CaiLiaoCailiao_2,"exit ""TaiwanStation_CaiLiaoCailiao_2"" with { short_name ""2"" coords { lat 121.491106; lon 25.059287 } layer 0 }",,,
O14,Cailiao,3,菜寮站出口3,121.492111,25.060556,,TaiwanStation_CaiLiaoCailiao,TaiwanStation_CaiLiaoCailiao_3,"exit ""TaiwanStation_CaiLiaoCailiao_3"" with { short_name ""3"" coords { lat 121.492111; lon 25.060556 } layer 0 }",,,
O15,Sanchong,1,三重站出口1,121.483748,25.055303,,TaiwanStation_SanZhongSanchong,TaiwanStation_SanZhongSanchong_1,"exit ""TaiwanStation_SanZhongSanchong_1"" with { short_name ""1"" coords { lat 121.483748; lon 25.055303 } layer 0 }",,,
O52,St.lgnatius High School,1,徐匯中學站出口1,121.47988,25.080303,,TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool,TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool_1,"exit ""TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool_1"" with { short_name ""1"" coords { lat 121.47988; lon 25.080303 } layer 0 }",,,
O15,Sanchong,2,三重站出口2,121.484451,25.055429,,TaiwanStation_SanZhongSanchong,TaiwanStation_SanZhongSanchong_2,"exit ""TaiwanStation_SanZhongSanchong_2"" with { short_name ""2"" coords { lat 121.484451; lon 25.055429 } layer 0 }",,,
O52,St.lgnatius High School,2,徐匯中學站出口2,121.480583,25.080332,,TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool,TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool_2,"exit ""TaiwanStation_XuHuiZhongXueStlgnatiusHighSchool_2"" with { short_name ""2"" coords { lat 121.480583; lon 25.080332 } layer 0 }",,,
O15,Sanchong,3,三重站出口3,121.485282,25.056134,,TaiwanStation_SanZhongSanchong,TaiwanStation_SanZhongSanchong_3,"exit ""TaiwanStation_SanZhongSanchong_3"" with { short_name ""3"" coords { lat 121.485282; lon 25.056134 } layer 0 }",,,
O53,Sanmin Senior High School,1,三民高中站出口1,121.472542,25.085494,,TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool,TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool_1,"exit ""TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool_1"" with { short_name ""1"" coords { lat 121.472542; lon 25.085494 } layer 0 }",,,
O16,Xianse Temple,1,先嗇宮站出口1,121.471319,25.046497,,TaiwanStation_XianSeGongXianseTemple,TaiwanStation_XianSeGongXianseTemple_1,"exit ""TaiwanStation_XianSeGongXianseTemple_1"" with { short_name ""1"" coords { lat 121.471319; lon 25.046497 } layer 0 }",,,
O53,Sanmin Senior High School,2,三民高中站出口2,121.473739,25.085791,,TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool,TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool_2,"exit ""TaiwanStation_SanMinGaoZhongSanminSeniorHighSchool_2"" with { short_name ""2"" coords { lat 121.473739; lon 25.085791 } layer 0 }",,,
O16,Xianse Temple,2,先嗇宮站出口2,121.471372,25.046094,,TaiwanStation_XianSeGongXianseTemple,TaiwanStation_XianSeGongXianseTemple_2,"exit ""TaiwanStation_XianSeGongXianseTemple_2"" with { short_name ""2"" coords { lat 121.471372; lon 25.046094 } layer 0 }",,,
O16,Xianse Temple,3,先嗇宮站出口3,121.471801,25.046239,,TaiwanStation_XianSeGongXianseTemple,TaiwanStation_XianSeGongXianseTemple_3,"exit ""TaiwanStation_XianSeGongXianseTemple_3"" with { short_name ""3"" coords { lat 121.471801; lon 25.046239 } layer 0 }",,,
O54,Luzhou,1,蘆洲站出口1,121.464565,25.091463,,TaiwanStation_LuZhouLuzhou,TaiwanStation_LuZhouLuzhou_1,"exit ""TaiwanStation_LuZhouLuzhou_1"" with { short_name ""1"" coords { lat 121.464565; lon 25.091463 } layer 0 }",,,
O17,Touqianzhuang,1,頭前庄站出口1,121.460783,25.03963,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_1,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_1"" with { short_name ""1"" coords { lat 121.460783; lon 25.03963 } layer 0 }",,,
O54,Luzhou,2,蘆洲站出口2,121.464597,25.091609,,TaiwanStation_LuZhouLuzhou,TaiwanStation_LuZhouLuzhou_2,"exit ""TaiwanStation_LuZhouLuzhou_2"" with { short_name ""2"" coords { lat 121.464597; lon 25.091609 } layer 0 }",,,
O17,Touqianzhuang,2,頭前庄站出口2,121.460931,25.039068,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_2,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_2"" with { short_name ""2"" coords { lat 121.460931; lon 25.039068 } layer 0 }",,,
O54,Luzhou,3,蘆洲站出口3,121.464425,25.091618,,TaiwanStation_LuZhouLuzhou,TaiwanStation_LuZhouLuzhou_3,"exit ""TaiwanStation_LuZhouLuzhou_3"" with { short_name ""3"" coords { lat 121.464425; lon 25.091618 } layer 0 }",,,
O17,Touqianzhuang,3,頭前庄站出口3,121.462247,25.039853,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_3,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_3"" with { short_name ""3"" coords { lat 121.462247; lon 25.039853 } layer 0 }",,,
O17,Touqianzhuang,4,頭前庄站出口4,121.462242,25.040485,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_4,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_4"" with { short_name ""4"" coords { lat 121.462242; lon 25.040485 } layer 0 }",,,
O18,Xinzhuang,1,新莊站出口1,121.452168,25.03615,,TaiwanStation_XinZhuangXinzhuang,TaiwanStation_XinZhuangXinzhuang_1,"exit ""TaiwanStation_XinZhuangXinzhuang_1"" with { short_name ""1"" coords { lat 121.452168; lon 25.03615 } layer 0 }",,,
O18,Xinzhuang,2,新莊站出口2,121.4525,25.036014,,TaiwanStation_XinZhuangXinzhuang,TaiwanStation_XinZhuangXinzhuang_2,"exit ""TaiwanStation_XinZhuangXinzhuang_2"" with { short_name ""2"" coords { lat 121.4525; lon 25.036014 } layer 0 }",,,
O19,Fu Jen University,1,輔大站出口1,121.435264,25.032932,,TaiwanStation_FuDaFuJenUniversity,TaiwanStation_FuDaFuJenUniversity_1,"exit ""TaiwanStation_FuDaFuJenUniversity_1"" with { short_name ""1"" coords { lat 121.435264; lon 25.032932 } layer 0 }",,,
O19,Fu Jen University,2,輔大站出口2,121.435277,25.032315,,TaiwanStation_FuDaFuJenUniversity,TaiwanStation_FuDaFuJenUniversity_2,"exit ""TaiwanStation_FuDaFuJenUniversity_2"" with { short_name ""2"" coords { lat 121.435277; lon 25.032315 } layer 0 }",,,
