Stationid,Stationname En,Exitid,Exitname Zh Tw,Exitposition Positionlon,Exitposition Positionlat,layer,stationid,exitid,groovy code,,,"exit """
BR01,Taipei Zoo,1,動物園站出口1,121.579916,24.99825,,TaiwanStation_DongWuYuanTaipeiZoo,TaiwanStation_DongWuYuanTaipeiZoo_1,"exit ""TaiwanStation_DongWuYuanTaipeiZoo_1"" with { short_name ""1"" coords { lat 121.579916; lon 24.99825 } layer 0 }",,,
BR01,Taipei Zoo,2,動物園站出口2,121.579417,24.997948,,TaiwanStation_DongWuYuanTaipeiZoo,TaiwanStation_DongWuYuanTaipeiZoo_2,"exit ""TaiwanStation_DongWuYuanTaipeiZoo_2"" with { short_name ""2"" coords { lat 121.579417; lon 24.997948 } layer 0 }",,,
BR02,Muzha,0,木柵站出口,121.573417,24.998174,,TaiwanStation_MuZhaMuzha,TaiwanStation_MuZhaMuzha_0,"exit ""TaiwanStation_MuZhaMuzha_0"" with { short_name ""0"" coords { lat 121.573417; lon 24.998174 } layer 0 }",,,
BR03,Wanfang Community,0,萬芳社區站出口,121.568409,24.99858,,TaiwanStation_WanFangSheQuWanfangCommunity,TaiwanStation_WanFangSheQuWanfangCommunity_0,"exit ""TaiwanStation_WanFangSheQuWanfangCommunity_0"" with { short_name ""0"" coords { lat 121.568409; lon 24.99858 } layer 0 }",,,
BR04,Wanfang Hospital,0,萬芳醫院站出口,121.557737,24.999383,,TaiwanStation_WanFangYiYuanWanfangHospital,TaiwanStation_WanFangYiYuanWanfangHospital_0,"exit ""TaiwanStation_WanFangYiYuanWanfangHospital_0"" with { short_name ""0"" coords { lat 121.557737; lon 24.999383 } layer 0 }",,,
BR05,Xinhai,0,辛亥站出口,121.557021,25.005119,,TaiwanStation_XinHaiXinhai,TaiwanStation_XinHaiXinhai_0,"exit ""TaiwanStation_XinHaiXinhai_0"" with { short_name ""0"" coords { lat 121.557021; lon 25.005119 } layer 0 }",,,
BR06,Linguang,0,麟光站出口,121.558606,25.018554,,TaiwanStation_LinGuangLinguang,TaiwanStation_LinGuangLinguang_0,"exit ""TaiwanStation_LinGuangLinguang_0"" with { short_name ""0"" coords { lat 121.558606; lon 25.018554 } layer 0 }",,,
BR07,Liuzhangli,0,六張犁站出口,121.552737,25.023852,,TaiwanStation_LiuZhangLiLiuzhangli,TaiwanStation_LiuZhangLiLiuzhangli_0,"exit ""TaiwanStation_LiuZhangLiLiuzhangli_0"" with { short_name ""0"" coords { lat 121.552737; lon 25.023852 } layer 0 }",,,
BR08,Technology Building,0,科技大樓站出口,121.543636,25.026154,,TaiwanStation_KeJiDaLouTechnologyBuilding,TaiwanStation_KeJiDaLouTechnologyBuilding_0,"exit ""TaiwanStation_KeJiDaLouTechnologyBuilding_0"" with { short_name ""0"" coords { lat 121.543636; lon 25.026154 } layer 0 }",,,
BR09,Daan,1,大安站出口1,121.541949,25.033508,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_1,"exit ""TaiwanStation_DaAnDaan_1"" with { short_name ""1"" coords { lat 121.541949; lon 25.033508 } layer 0 }",,,
BR09,Daan,2,大安站出口2,121.541826,25.033515,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_2,"exit ""TaiwanStation_DaAnDaan_2"" with { short_name ""2"" coords { lat 121.541826; lon 25.033515 } layer 0 }",,,
BR09,Daan,3,大安站出口3,121.54233,25.033241,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_3,"exit ""TaiwanStation_DaAnDaan_3"" with { short_name ""3"" coords { lat 121.54233; lon 25.033241 } layer 0 }",,,
BR09,Daan,4,大安站出口4,121.544057,25.033066,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_4,"exit ""TaiwanStation_DaAnDaan_4"" with { short_name ""4"" coords { lat 121.544057; lon 25.033066 } layer 0 }",,,
BR09,Daan,5,大安站出口5,121.543719,25.032862,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_5,"exit ""TaiwanStation_DaAnDaan_5"" with { short_name ""5"" coords { lat 121.543719; lon 25.032862 } layer 0 }",,,
BR09,Daan,6,大安站出口6,121.543749,25.034006,,TaiwanStation_DaAnDaan,TaiwanStation_DaAnDaan_6,"exit ""TaiwanStation_DaAnDaan_6"" with { short_name ""6"" coords { lat 121.543749; lon 25.034006 } layer 0 }",,,
BR10,Zhongxiao Fuxing,1,忠孝復興站出口1,121.543143,25.041797,,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_1,"exit ""TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_1"" with { short_name ""1"" coords { lat 121.543143; lon 25.041797 } layer 0 }",,,
BR10,Zhongxiao Fuxing,2,忠孝復興站出口2,121.543422,25.041355,,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_2,"exit ""TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_2"" with { short_name ""2"" coords { lat 121.543422; lon 25.041355 } layer 0 }",,,
BR10,Zhongxiao Fuxing,3,忠孝復興站出口3,121.544806,25.041467,,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_3,"exit ""TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_3"" with { short_name ""3"" coords { lat 121.544806; lon 25.041467 } layer 0 }",,,
BR10,Zhongxiao Fuxing,4,忠孝復興站出口4,121.54506,25.041772,,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_4,"exit ""TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_4"" with { short_name ""4"" coords { lat 121.54506; lon 25.041772 } layer 0 }",,,
BR10,Zhongxiao Fuxing,5,忠孝復興站出口5,121.543985,25.04202,,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing,TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_5,"exit ""TaiwanStation_ZhongXiaoFuXingZhongxiaoFuxing_5"" with { short_name ""5"" coords { lat 121.543985; lon 25.04202 } layer 0 }",,,
BR11,Nanjing Fuxing,1,南京復興站出口1,121.542121,25.052625,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_1,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_1"" with { short_name ""1"" coords { lat 121.542121; lon 25.052625 } layer 0 }",,,
BR11,Nanjing Fuxing,2,南京復興站出口2,121.541863,25.051748,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_2,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_2"" with { short_name ""2"" coords { lat 121.541863; lon 25.051748 } layer 0 }",,,
BR11,Nanjing Fuxing,3,南京復興站出口3,121.543237,25.051719,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_3,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_3"" with { short_name ""3"" coords { lat 121.543237; lon 25.051719 } layer 0 }",,,
BR11,Nanjing Fuxing,4,南京復興站出口4,121.543237,25.051719,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_4,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_4"" with { short_name ""4"" coords { lat 121.543237; lon 25.051719 } layer 0 }",,,
BR11,Nanjing Fuxing,5,南京復興站出口5,121.544338,25.051727,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_5,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_5"" with { short_name ""5"" coords { lat 121.544338; lon 25.051727 } layer 0 }",,,
BR11,Nanjing Fuxing,6,南京復興站出口6,121.544908,25.052057,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_6,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_6"" with { short_name ""6"" coords { lat 121.544908; lon 25.052057 } layer 0 }",,,
BR11,Nanjing Fuxing,7,南京復興站出口7,121.54447,25.052329,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_7,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_7"" with { short_name ""7"" coords { lat 121.54447; lon 25.052329 } layer 0 }",,,
BR11,Nanjing Fuxing,8,南京復興站出口8,121.543819,25.052018,,TaiwanStation_NanJingFuXingNanjingFuxing,TaiwanStation_NanJingFuXingNanjingFuxing_8,"exit ""TaiwanStation_NanJingFuXingNanjingFuxing_8"" with { short_name ""8"" coords { lat 121.543819; lon 25.052018 } layer 0 }",,,
BR12,Zhongshan Junior High School,0,中山國中站出口,121.544031,25.060889,,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool,TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_0,"exit ""TaiwanStation_ZhongShanGuoZhongZhongshanJuniorHighSchool_0"" with { short_name ""0"" coords { lat 121.544031; lon 25.060889 } layer 0 }",,,
BR13,Songshan Airport,1,松山機場站出口1,121.552335,25.063717,,TaiwanStation_SongShanJiChangSongshanAirport,TaiwanStation_SongShanJiChangSongshanAirport_1,"exit ""TaiwanStation_SongShanJiChangSongshanAirport_1"" with { short_name ""1"" coords { lat 121.552335; lon 25.063717 } layer 0 }",,,
BR13,Songshan Airport,2,松山機場站出口2,121.551294,25.063673,,TaiwanStation_SongShanJiChangSongshanAirport,TaiwanStation_SongShanJiChangSongshanAirport_2,"exit ""TaiwanStation_SongShanJiChangSongshanAirport_2"" with { short_name ""2"" coords { lat 121.551294; lon 25.063673 } layer 0 }",,,
BR13,Songshan Airport,3,松山機場站出口3,121.552241,25.062923,,TaiwanStation_SongShanJiChangSongshanAirport,TaiwanStation_SongShanJiChangSongshanAirport_3,"exit ""TaiwanStation_SongShanJiChangSongshanAirport_3"" with { short_name ""3"" coords { lat 121.552241; lon 25.062923 } layer 0 }",,,
BR14,Dazhi,1,大直站出口1,121.547104,25.080118,,TaiwanStation_DaZhiDazhi,TaiwanStation_DaZhiDazhi_1,"exit ""TaiwanStation_DaZhiDazhi_1"" with { short_name ""1"" coords { lat 121.547104; lon 25.080118 } layer 0 }",,,
BR14,Dazhi,2,大直站出口2,121.546823,25.079584,,TaiwanStation_DaZhiDazhi,TaiwanStation_DaZhiDazhi_2,"exit ""TaiwanStation_DaZhiDazhi_2"" with { short_name ""2"" coords { lat 121.546823; lon 25.079584 } layer 0 }",,,
BR14,Dazhi,3,大直站出口3,121.546901,25.07931,,TaiwanStation_DaZhiDazhi,TaiwanStation_DaZhiDazhi_3,"exit ""TaiwanStation_DaZhiDazhi_3"" with { short_name ""3"" coords { lat 121.546901; lon 25.07931 } layer 0 }",,,
BR15,Jiannan Rd.,1,劍南路站出口1,121.555226,25.085174,,TaiwanStation_JianNanLuJiannanRd,TaiwanStation_JianNanLuJiannanRd_1,"exit ""TaiwanStation_JianNanLuJiannanRd_1"" with { short_name ""1"" coords { lat 121.555226; lon 25.085174 } layer 0 }",,,
BR15,Jiannan Rd.,2,劍南路站出口2,121.555097,25.084754,,TaiwanStation_JianNanLuJiannanRd,TaiwanStation_JianNanLuJiannanRd_2,"exit ""TaiwanStation_JianNanLuJiannanRd_2"" with { short_name ""2"" coords { lat 121.555097; lon 25.084754 } layer 0 }",,,
BR15,Jiannan Rd.,3,劍南路站出口3,121.556098,25.084484,,TaiwanStation_JianNanLuJiannanRd,TaiwanStation_JianNanLuJiannanRd_3,"exit ""TaiwanStation_JianNanLuJiannanRd_3"" with { short_name ""3"" coords { lat 121.556098; lon 25.084484 } layer 0 }",,,
BR16,Xihu,1,西湖站出口1,121.566647,25.082339,,TaiwanStation_XiHuXihu,TaiwanStation_XiHuXihu_1,"exit ""TaiwanStation_XiHuXihu_1"" with { short_name ""1"" coords { lat 121.566647; lon 25.082339 } layer 0 }",,,
BR16,Xihu,2,西湖站出口2,121.567141,25.082023,,TaiwanStation_XiHuXihu,TaiwanStation_XiHuXihu_2,"exit ""TaiwanStation_XiHuXihu_2"" with { short_name ""2"" coords { lat 121.567141; lon 25.082023 } layer 0 }",,,
BR17,Gangqian,1,港墘站出口1,121.57556,25.080152,,TaiwanStation_GangQiGangqian,TaiwanStation_GangQiGangqian_1,"exit ""TaiwanStation_GangQiGangqian_1"" with { short_name ""1"" coords { lat 121.57556; lon 25.080152 } layer 0 }",,,
BR17,Gangqian,2,港墘站出口2,121.574704,25.080065,,TaiwanStation_GangQiGangqian,TaiwanStation_GangQiGangqian_2,"exit ""TaiwanStation_GangQiGangqian_2"" with { short_name ""2"" coords { lat 121.574704; lon 25.080065 } layer 0 }",,,
BR18,Wende,1,文德站出口1,121.58564,25.078671,,TaiwanStation_WenDeWende,TaiwanStation_WenDeWende_1,"exit ""TaiwanStation_WenDeWende_1"" with { short_name ""1"" coords { lat 121.58564; lon 25.078671 } layer 0 }",,,
BR18,Wende,2,文德站出口2,121.58447,25.078408,,TaiwanStation_WenDeWende,TaiwanStation_WenDeWende_2,"exit ""TaiwanStation_WenDeWende_2"" with { short_name ""2"" coords { lat 121.58447; lon 25.078408 } layer 0 }",,,
BR19,Neihu,1,內湖站出口1,121.594266,25.083745,,TaiwanStation_NeiHuNeihu,TaiwanStation_NeiHuNeihu_1,"exit ""TaiwanStation_NeiHuNeihu_1"" with { short_name ""1"" coords { lat 121.594266; lon 25.083745 } layer 0 }",,,
BR19,Neihu,2,內湖站出口2,121.594612,25.083636,,TaiwanStation_NeiHuNeihu,TaiwanStation_NeiHuNeihu_2,"exit ""TaiwanStation_NeiHuNeihu_2"" with { short_name ""2"" coords { lat 121.594612; lon 25.083636 } layer 0 }",,,
BR20,Dahu Park,1,大湖公園站出口1,121.602377,25.083894,,TaiwanStation_DaHuGongYuanDahuPark,TaiwanStation_DaHuGongYuanDahuPark_1,"exit ""TaiwanStation_DaHuGongYuanDahuPark_1"" with { short_name ""1"" coords { lat 121.602377; lon 25.083894 } layer 0 }",,,
BR20,Dahu Park,2,大湖公園站出口2,121.60221,25.083675,,TaiwanStation_DaHuGongYuanDahuPark,TaiwanStation_DaHuGongYuanDahuPark_2,"exit ""TaiwanStation_DaHuGongYuanDahuPark_2"" with { short_name ""2"" coords { lat 121.60221; lon 25.083675 } layer 0 }",,,
BR21,Huzhou,1,葫洲站出口1,121.608047,25.072638,,TaiwanStation_HuZhouHuzhou,TaiwanStation_HuZhouHuzhou_1,"exit ""TaiwanStation_HuZhouHuzhou_1"" with { short_name ""1"" coords { lat 121.608047; lon 25.072638 } layer 0 }",,,
BR21,Huzhou,2,葫洲站出口2,121.607197,25.072534,,TaiwanStation_HuZhouHuzhou,TaiwanStation_HuZhouHuzhou_2,"exit ""TaiwanStation_HuZhouHuzhou_2"" with { short_name ""2"" coords { lat 121.607197; lon 25.072534 } layer 0 }",,,
BR22,Donghu,1,東湖站出口1,121.611129,25.067218,,TaiwanStation_DongHuDonghu,TaiwanStation_DongHuDonghu_1,"exit ""TaiwanStation_DongHuDonghu_1"" with { short_name ""1"" coords { lat 121.611129; lon 25.067218 } layer 0 }",,,
BR22,Donghu,2,東湖站出口2,121.611239,25.067111,,TaiwanStation_DongHuDonghu,TaiwanStation_DongHuDonghu_2,"exit ""TaiwanStation_DongHuDonghu_2"" with { short_name ""2"" coords { lat 121.611239; lon 25.067111 } layer 0 }",,,
BR22,Donghu,3,東湖站出口3,121.611724,25.067053,,TaiwanStation_DongHuDonghu,TaiwanStation_DongHuDonghu_3,"exit ""TaiwanStation_DongHuDonghu_3"" with { short_name ""3"" coords { lat 121.611724; lon 25.067053 } layer 0 }",,,
BR23,Nangang Software Park,1,南港軟體園區站出口1,121.615817,25.059995,,TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark,TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark_1,"exit ""TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark_1"" with { short_name ""1"" coords { lat 121.615817; lon 25.059995 } layer 0 }",,,
BR23,Nangang Software Park,2,南港軟體園區站出口2,121.616091,25.059883,,TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark,TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark_2,"exit ""TaiwanStation_NanGangRuanTiYuanQuNangangSoftwarePark_2"" with { short_name ""2"" coords { lat 121.616091; lon 25.059883 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,1,南港展覽館站出口1,121.616936,25.055847,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_1,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_1"" with { short_name ""1"" coords { lat 121.616936; lon 25.055847 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,2,南港展覽館站出口2,121.616984,25.055308,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_2,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_2"" with { short_name ""2"" coords { lat 121.616984; lon 25.055308 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,2A,南港展覽館站出口2A,121.617043,25.05524,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_2A,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_2A"" with { short_name ""2A"" coords { lat 121.617043; lon 25.05524 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,3,南港展覽館站出口3,121.618239,25.055123,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_3,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_3"" with { short_name ""3"" coords { lat 121.618239; lon 25.055123 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,4,南港展覽館站出口4,121.618266,25.055386,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_4,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_4"" with { short_name ""4"" coords { lat 121.618266; lon 25.055386 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,5,南港展覽館站出口5,121.616861,25.054917,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_5,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_5"" with { short_name ""5"" coords { lat 121.616861; lon 25.054917 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,6,南港展覽館站出口6,121.618183,25.054739,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_6,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_6"" with { short_name ""6"" coords { lat 121.618183; lon 25.054739 } layer 0 }",,,
BR24,Taipei Nangang Exhibition Center,7,南港展覽館站出口7,121.618148,25.054035,,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter,TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_7,"exit ""TaiwanStation_NanGangZhanLanGuanTaipeiNangangExhibitionCenter_7"" with { short_name ""7"" coords { lat 121.618148; lon 25.054035 } layer 0 }",,,
G01,Xindian,0,新店站出口,121.537558,24.957877,,TaiwanStation_XinDianXindian,TaiwanStation_XinDianXindian_0,"exit ""TaiwanStation_XinDianXindian_0"" with { short_name ""0"" coords { lat 121.537558; lon 24.957877 } layer 0 }",,,
G02,Xindian District Office,1,新店區公所站出口1,121.541124,24.967393,,TaiwanStation_XinDianQuGongSuoXindianDistrictOffice,TaiwanStation_XinDianQuGongSuoXindianDistrictOffice_1,"exit ""TaiwanStation_XinDianQuGongSuoXindianDistrictOffice_1"" with { short_name ""1"" coords { lat 121.541124; lon 24.967393 } layer 0 }",,,
G02,Xindian District Office,2,新店區公所站出口2,121.541845,24.967986,,TaiwanStation_XinDianQuGongSuoXindianDistrictOffice,TaiwanStation_XinDianQuGongSuoXindianDistrictOffice_2,"exit ""TaiwanStation_XinDianQuGongSuoXindianDistrictOffice_2"" with { short_name ""2"" coords { lat 121.541845; lon 24.967986 } layer 0 }",,,
G03,Qizhang,1,七張站出口1,121.543068,24.975025,,TaiwanStation_QiZhangQizhang,TaiwanStation_QiZhangQizhang_1,"exit ""TaiwanStation_QiZhangQizhang_1"" with { short_name ""1"" coords { lat 121.543068; lon 24.975025 } layer 0 }",,,
G03,Qizhang,2,七張站出口2,121.542641,24.97691,,TaiwanStation_QiZhangQizhang,TaiwanStation_QiZhangQizhang_2,"exit ""TaiwanStation_QiZhangQizhang_2"" with { short_name ""2"" coords { lat 121.542641; lon 24.97691 } layer 0 }",,,
G04,Dapinglin,1,大坪林站出口1,121.540874,24.982754,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_1,"exit ""TaiwanStation_DaPingLinDapinglin_1"" with { short_name ""1"" coords { lat 121.540874; lon 24.982754 } layer 0 }",,,
G04,Dapinglin,2,大坪林站出口2,121.541619,24.982051,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_2,"exit ""TaiwanStation_DaPingLinDapinglin_2"" with { short_name ""2"" coords { lat 121.541619; lon 24.982051 } layer 0 }",,,
G04,Dapinglin,3,大坪林站出口3,121.541572,24.982982,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_3,"exit ""TaiwanStation_DaPingLinDapinglin_3"" with { short_name ""3"" coords { lat 121.541572; lon 24.982982 } layer 0 }",,,
G04,Dapinglin,4,大坪林站出口4,121.541405,24.983539,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_4,"exit ""TaiwanStation_DaPingLinDapinglin_4"" with { short_name ""4"" coords { lat 121.541405; lon 24.983539 } layer 0 }",,,
G05,Jingmei,1,景美站出口1,121.540933,24.992296,,TaiwanStation_JingMeiJingmei,TaiwanStation_JingMeiJingmei_1,"exit ""TaiwanStation_JingMeiJingmei_1"" with { short_name ""1"" coords { lat 121.540933; lon 24.992296 } layer 0 }",,,
G05,Jingmei,2,景美站出口2,121.541517,24.993069,,TaiwanStation_JingMeiJingmei,TaiwanStation_JingMeiJingmei_2,"exit ""TaiwanStation_JingMeiJingmei_2"" with { short_name ""2"" coords { lat 121.541517; lon 24.993069 } layer 0 }",,,
G05,Jingmei,3,景美站出口3,121.540546,24.992744,,TaiwanStation_JingMeiJingmei,TaiwanStation_JingMeiJingmei_3,"exit ""TaiwanStation_JingMeiJingmei_3"" with { short_name ""3"" coords { lat 121.540546; lon 24.992744 } layer 0 }",,,
G06,Wanlong,1,萬隆站出口1,121.538896,25.001367,,TaiwanStation_WanLongWanlong,TaiwanStation_WanLongWanlong_1,"exit ""TaiwanStation_WanLongWanlong_1"" with { short_name ""1"" coords { lat 121.538896; lon 25.001367 } layer 0 }",,,
G06,Wanlong,2,萬隆站出口2,121.539613,25.00151,,TaiwanStation_WanLongWanlong,TaiwanStation_WanLongWanlong_2,"exit ""TaiwanStation_WanLongWanlong_2"" with { short_name ""2"" coords { lat 121.539613; lon 25.00151 } layer 0 }",,,
G06,Wanlong,3,萬隆站出口3,121.539195,25.002215,,TaiwanStation_WanLongWanlong,TaiwanStation_WanLongWanlong_3,"exit ""TaiwanStation_WanLongWanlong_3"" with { short_name ""3"" coords { lat 121.539195; lon 25.002215 } layer 0 }",,,
G06,Wanlong,4,萬隆站出口4,121.538572,25.002676,,TaiwanStation_WanLongWanlong,TaiwanStation_WanLongWanlong_4,"exit ""TaiwanStation_WanLongWanlong_4"" with { short_name ""4"" coords { lat 121.538572; lon 25.002676 } layer 0 }",,,
G07,Gongguan,1,公館站出口1,121.534377,25.014509,,TaiwanStation_GongGuanGongguan,TaiwanStation_GongGuanGongguan_1,"exit ""TaiwanStation_GongGuanGongguan_1"" with { short_name ""1"" coords { lat 121.534377; lon 25.014509 } layer 0 }",,,
G07,Gongguan,2,公館站出口2,121.534721,25.014718,,TaiwanStation_GongGuanGongguan,TaiwanStation_GongGuanGongguan_2,"exit ""TaiwanStation_GongGuanGongguan_2"" with { short_name ""2"" coords { lat 121.534721; lon 25.014718 } layer 0 }",,,
G07,Gongguan,3,公館站出口3,121.534055,25.015413,,TaiwanStation_GongGuanGongguan,TaiwanStation_GongGuanGongguan_3,"exit ""TaiwanStation_GongGuanGongguan_3"" with { short_name ""3"" coords { lat 121.534055; lon 25.015413 } layer 0 }",,,
G07,Gongguan,4,公館站出口4,121.533623,25.015148,,TaiwanStation_GongGuanGongguan,TaiwanStation_GongGuanGongguan_4,"exit ""TaiwanStation_GongGuanGongguan_4"" with { short_name ""4"" coords { lat 121.533623; lon 25.015148 } layer 0 }",,,
G08,Taipower Building,1,台電大樓站出口1,121.528577,25.01962,,TaiwanStation_TaiDianDaLouTaipowerBuilding,TaiwanStation_TaiDianDaLouTaipowerBuilding_1,"exit ""TaiwanStation_TaiDianDaLouTaipowerBuilding_1"" with { short_name ""1"" coords { lat 121.528577; lon 25.01962 } layer 0 }",,,
G08,Taipower Building,2,台電大樓站出口2,121.529093,25.020192,,TaiwanStation_TaiDianDaLouTaipowerBuilding,TaiwanStation_TaiDianDaLouTaipowerBuilding_2,"exit ""TaiwanStation_TaiDianDaLouTaipowerBuilding_2"" with { short_name ""2"" coords { lat 121.529093; lon 25.020192 } layer 0 }",,,
G08,Taipower Building,3,台電大樓站出口3,121.527849,25.021179,,TaiwanStation_TaiDianDaLouTaipowerBuilding,TaiwanStation_TaiDianDaLouTaipowerBuilding_3,"exit ""TaiwanStation_TaiDianDaLouTaipowerBuilding_3"" with { short_name ""3"" coords { lat 121.527849; lon 25.021179 } layer 0 }",,,
G08,Taipower Building,4,台電大樓站出口4,121.527297,25.021018,,TaiwanStation_TaiDianDaLouTaipowerBuilding,TaiwanStation_TaiDianDaLouTaipowerBuilding_4,"exit ""TaiwanStation_TaiDianDaLouTaipowerBuilding_4"" with { short_name ""4"" coords { lat 121.527297; lon 25.021018 } layer 0 }",,,
G08,Taipower Building,5,台電大樓站出口5,121.527739,25.020758,,TaiwanStation_TaiDianDaLouTaipowerBuilding,TaiwanStation_TaiDianDaLouTaipowerBuilding_5,"exit ""TaiwanStation_TaiDianDaLouTaipowerBuilding_5"" with { short_name ""5"" coords { lat 121.527739; lon 25.020758 } layer 0 }",,,
G09,Guting,1,古亭站出口1,121.522973,25.025976,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_1,"exit ""TaiwanStation_GuTingGuting_1"" with { short_name ""1"" coords { lat 121.522973; lon 25.025976 } layer 0 }",,,
G09,Guting,2,古亭站出口2,121.523353,25.025502,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_2,"exit ""TaiwanStation_GuTingGuting_2"" with { short_name ""2"" coords { lat 121.523353; lon 25.025502 } layer 0 }",,,
G09,Guting,3,古亭站出口3,121.523353,25.026078,,TaiwanStation_GuTingGuting,TaiwanStation_GuTingGuting_3,"exit ""TaiwanStation_GuTingGuting_3"" with { short_name ""3"" coords { lat 121.523353; lon 25.026078 } layer 0 }",,,
